mr,nl.utterance,informativeness,naturalness,phrasing,attr.count,batch,mr.id,min.length,near,reqs,reqs2,utterance.length,no.Of.Sentences,len.Ratio,coll.channel,coll.country,coll.region,col.city,col.inform,col.natur,col.phrasing,eval.inform,eval.natur,eval.phrasing,sem.coverage,norm.sem.coverage,sem.coverage.factor,coll.task.duration
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",There is a Japanese restaurant The Dumpling Tree located near The Portland Arms that provides for the whole family.,4,3,2,5,pic,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,115,1,2.0175,stuffpoint,GBR,N1,Tamworth,good,average,average,good,average,bad,0.8,5,good,240
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",The Dumpling Tree is a family friendly sushi Restaurant that is located on the south end of the map at The Portland Arms.,6,6,6,5,pic,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,121,1,2.1228,neodev,USA,FL,Winter Springs,good,average,good,good,good,good,0.8,5,good,420
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",The Dumpling Tree  is a family friendly Japanese restaurant near The Portland Arms.,5,4,5,5,pic,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,83,1,1.4561,stuffpoint,GBR,N1,Tamworth,bad,bad,bad,good,good,good,1,6,good,240
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",The Dumpling Tree is a family friendly restaurant that serves Japanese food. It is located near The Portland Arms.,6,5,5,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,114,2,2,clixsense,CAN,NS,Bridgewater,good,good,good,good,good,good,1,6,good,240
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",The Dumpling Tree is a family friendly restaurant that provide Japanese food. It is situated near The Portland Arms.,4,4,3,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,116,2,2.0351,clixsense,GBR,H4,Leicester,good,bad,good,good,good,average,1,6,good,600
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",The Dumpling Tree is a family friendly Japanese restaurant near The Portland Arms.,4,4,4,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,82,1,1.4386,inboxpounds,GBR,J8,Nottingham,good,good,good,good,good,good,1,6,good,480
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].","There is a family friendly, Japanese restaurant called The Dumpling Tree. It is situated near The Portland Arms.",3,2,2,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,112,2,1.9649,clixsense,CAN,NS,Bridgewater,bad,bad,average,average,bad,bad,1,6,good,240
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",The Dumpling Tree is located near The Portland Arms and is a family friendly restaurant.,6,4,5,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,88,1,1.5439,clixsense,GBR,H4,Leicester,average,average,average,good,good,good,0.8,5,good,600
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",The Dumpling Tree near The Portland Arms is a family friendly Japanese restaurant.,5,5,5,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,82,1,1.4386,inboxpounds,GBR,J8,Nottingham,bad,average,average,good,good,good,1,6,good,480
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].","The Dumpling Tree is a family friendly, Japanese restaurant that is located near The Portland Arms.",6,6,5,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,99,1,1.7368,clixsense,CAN,NS,Bridgewater,average,average,bad,good,good,good,1,6,good,240
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].",Near The Portland Arms is located The Dumpling Tree which provides Japanese food.,6,5,5,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,81,1,1.4211,clixsense,GBR,H4,Leicester,bad,good,bad,good,good,good,0.6,4,good,600
"name[The Dumpling Tree], eatType[restaurant], familyFriendly[yes], food[Japanese], near[The Portland Arms].","Family friendly Japanese restaurant, The Dumpling Tree can be found near The Portland Arms.",3,3,3,5,txt,61,57,The Portland Arms,The Dumpling Tree,The Portland Arms,91,1,1.5965,inboxpounds,GBR,J8,Nottingham,average,bad,bad,average,average,average,1,6,good,480
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].",Zizzi is a sushi restaurant providing low cost Japanese food.,6,6,6,5,pic,63,41,,Zizzi,NA,61,1,1.4878,inboxpounds,GBR,K1,Oldham,bad,bad,average,good,good,good,0.8,5,good,720
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].",It is a one star If you want low cost Japanese sushi there is  great restaurant called Zizzi.,6,3,1,5,pic,63,41,,Zizzi,NA,93,1,2.2683,inboxpounds,GBR,K1,Oldham,average,average,bad,good,average,bad,0.8,5,good,720
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].",Zizzi is a great low cost restaurant providing delicious authentic Japanese food.,5,6,6,5,pic,63,41,,Zizzi,NA,81,1,1.9756,inboxpounds,GBR,K1,Oldham,good,good,good,good,good,good,0.8,5,good,720
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].",Zizzi is a family friendly Japanese restaurant that has low customer ratings.,5,5,5,5,txt,63,41,,Zizzi,NA,77,1,1.878,gifthunterclub,GBR,K3,Peterborough,good,average,bad,good,good,good,1,6,good,420
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].",Zizzi is a  moderate priced coffee shop in the city centre that near Yippee Noodle Bar with a average customer Rating.,3,3,3,5,txt,63,41,,Zizzi,NA,118,1,2.878,elite,USA,OR,Boardman,good,good,good,average,average,average,0.2,1,bad,120
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].","Zizzi is a Japanese restaurant, family friendly but with low ratings.",4,6,5,5,txt,63,41,,Zizzi,NA,69,1,1.6829,inboxpounds,GBR,J8,Nottingham,good,good,good,good,good,good,1,6,good,240
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].","Zizzi, a Japanese restaurant with low customer ratings, is family friendly.",5,5,5,5,txt,63,41,,Zizzi,NA,75,1,1.8293,gifthunterclub,GBR,K3,Peterborough,average,good,average,good,good,good,1,6,good,420
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].",Zizzi is a  moderate priced coffee shop in the city centre that near Yippee Noodle Bar.,6,5,4,5,txt,63,41,,Zizzi,NA,87,1,2.122,elite,USA,OR,Boardman,average,average,average,good,good,good,0.2,1,bad,120
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].",Japanese restaurant Zizzi is family friendly with low ratings.,3,5,4,5,txt,63,41,,Zizzi,NA,62,1,1.5122,inboxpounds,GBR,J8,Nottingham,average,average,average,average,good,good,1,6,good,240
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].","Zizzi, the Japanese restaurant, received low customer ratings, despite its family friendly status.",3,3,3,5,txt,63,41,,Zizzi,NA,98,1,2.3902,gifthunterclub,GBR,K3,Peterborough,bad,bad,good,average,average,average,1,6,good,420
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].",Zizzi is a  moderate priced coffee shop in the city centre that near Yippee Noodle Bar and offers Japanese cuisine.,5,4,5,5,txt,63,41,,Zizzi,NA,115,1,2.8049,elite,USA,OR,Boardman,bad,bad,bad,good,good,good,0.4,2,bad,120
"name[Zizzi], eatType[restaurant], familyFriendly[yes], food[Japanese], customerRating[low].","Low rating, Japanese family friendly restaurant, Zizzi.",5,5,5,5,txt,63,41,,Zizzi,NA,55,1,1.3415,inboxpounds,GBR,J8,Nottingham,bad,bad,bad,good,good,good,1,6,good,240
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",The Taste of Cambridge Restaurant is located on the outskirts of the city centre beside The Sorrento.,4,4,4,5,pic,64,54,The Sorrento,Taste of Cambridge,The Sorrento,101,1,1.8704,inboxpounds,GBR,V2,Glasgow,bad,good,good,good,good,good,0.6,4,good,780
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].","Taste of Cambridge is a  restaurant near the city centre, close to The Sorrento, it is family friendly.",6,6,6,5,pic,64,54,The Sorrento,Taste of Cambridge,The Sorrento,103,1,1.9074,vivatic,GBR,B7,Bristol,good,average,good,good,good,good,0.8,5,good,360
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Families are welcome to The Taste of Cambridge Restaurant located beside The Sorrento.,5,6,6,5,pic,64,54,The Sorrento,Taste of Cambridge,The Sorrento,86,1,1.5926,inboxpounds,GBR,V2,Glasgow,average,average,average,good,good,good,0.6,4,good,780
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].","Taste of Cambridge is a restaurant, it's close to The Sorrento, the city centre is nearby, it is a family friendly restaurant.",5,3,2,5,pic,64,54,The Sorrento,Taste of Cambridge,The Sorrento,126,1,2.3333,vivatic,GBR,B7,Bristol,average,good,bad,good,average,bad,0.8,5,good,360
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",The Taste of Cambridge Restaurant  is located beside The Sorrento on the outskirts of the city centre and families are welcome.,6,4,5,5,pic,64,54,The Sorrento,Taste of Cambridge,The Sorrento,127,1,2.3519,inboxpounds,GBR,V2,Glasgow,good,bad,bad,good,good,good,0.6,4,good,780
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].","Taste of Cambridge is a restaurant  that is family friendly, near the city centre, close to The Sorrento.",2,6,6,5,pic,64,54,The Sorrento,Taste of Cambridge,The Sorrento,105,1,1.9444,vivatic,GBR,B7,Bristol,bad,bad,average,bad,good,good,0.8,5,good,360
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Taste of Cambridge restaurant restaurant The Sorrento riverside.,1,1,1,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,64,1,1.1852,neodev,USA,IL,Chicago,,bad,bad,bad,bad,bad,0.8,5,good,60
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Taste of Cambridge restaurant yes The Sorrento riverside is nice.,2,1,1,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,65,1,1.2037,neodev,CAN,ON,Milton,,bad,bad,bad,bad,bad,0.8,5,good,60
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Taste of Cambridge is a family-friendly restaurant. It is located near The Sorrento in the riverside area.,3,4,4,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,106,2,1.963,prodege,GBR,L3,Rotherham,good,good,good,average,good,good,0.8,5,good,660
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Taste of Cambridge restaurant restaurant The Sorrento riverside.,1,1,1,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,64,1,1.1852,neodev,USA,IL,Chicago,,,,bad,bad,bad,0.8,5,good,60
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Taste of Cambridge restaurant yes The Sorrento riverside is nice.,6,5,5,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,65,1,1.2037,neodev,CAN,ON,Milton,,,,good,good,good,0.8,5,good,60
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",There is a family-friendly restaurant in the riverside area called Taste of Cambridge. It is near The Sorrento.,6,6,6,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,111,2,2.0556,prodege,GBR,L3,Rotherham,average,average,average,good,good,good,0.8,5,good,660
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Taste of Cambridge restaurant restaurant The Sorrento riverside.,2,2,2,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,64,1,1.1852,neodev,USA,IL,Chicago,,,,bad,bad,bad,0.8,5,good,60
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Taste of Cambridge restaurant yes The Sorrento riverside is nice.,3,1,1,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,65,1,1.2037,neodev,CAN,ON,Milton,,,,average,bad,bad,0.8,5,good,60
"name[Taste of Cambridge], eatType[restaurant], familyFriendly[yes], near[The Sorrento], area[riverside].",Taste of Cambridge is a restaurant near The Sorrento in the riverside area. It is family-friendly.,4,3,3,5,txt,64,54,The Sorrento,Taste of Cambridge,The Sorrento,98,2,1.8148,prodege,GBR,L3,Rotherham,bad,bad,bad,good,average,average,0.8,5,good,660
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi is a one-star restaurant on the waterfront with family bathroom facilities.,4,4,4,5,pic,66,42,,Aromi,NA,81,1,1.9286,elite,CAN,NB,Fredericton,good,good,good,good,good,good,0.4,2,bad,240
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi is a family-friendly restaurant with low prices.,5,4,5,5,pic,66,42,,Aromi,NA,54,1,1.2857,cotter,USA,PA,Sharon,good,good,bad,good,good,good,0.6,4,good,120
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi is a one star restaurant that looks to be family friendly.,5,5,5,5,pic,66,42,,Aromi,NA,64,1,1.5238,neodev,USA,FL,Winter Springs,bad,average,average,good,good,good,0.6,4,good,840
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",There is a one-star restaurant on the waterfront with a family bathroom named Aromi.,4,4,4,5,pic,66,42,,Aromi,NA,84,1,2,elite,CAN,NB,Fredericton,average,bad,bad,good,good,good,0.4,2,bad,240
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi is a low-priced restaurant that is family-friendly.,4,5,4,5,pic,66,42,,Aromi,NA,57,1,1.3571,cotter,USA,PA,Sharon,bad,average,average,good,good,good,0.6,4,good,120
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi is a one star restaurant located on the north western side of the map.,6,6,6,5,pic,66,42,,Aromi,NA,76,1,1.8095,neodev,USA,FL,Winter Springs,average,good,bad,good,good,good,0.4,2,bad,840
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].","Aromi, a restaurant near the river, has family bathroom facilities.  It has only a one star rating.",3,4,4,5,pic,66,42,,Aromi,NA,99,2,2.3571,elite,CAN,NB,Fredericton,bad,average,average,average,good,good,0.4,2,bad,240
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",For low prices and a family-friendly environment go to Aromi.,5,4,5,5,pic,66,42,,Aromi,NA,61,1,1.4524,cotter,USA,PA,Sharon,average,bad,good,good,good,good,0.4,2,bad,120
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi is a one star restaurant in the city centre.,3,5,5,5,pic,66,42,,Aromi,NA,50,1,1.1905,neodev,USA,FL,Winter Springs,good,bad,good,average,good,good,0.4,2,bad,840
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi  restaurant  restaurant   riverside low.,2,2,2,5,txt,66,42,,Aromi,NA,46,1,1.0952,neodev,USA,IL,Chicago,,good,,bad,bad,bad,0.8,5,good,0
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi restaurant yes riverside low is nice.,2,1,1,5,txt,66,42,,Aromi,NA,43,1,1.0238,neodev,CAN,ON,Milton,,good,bad,bad,bad,bad,0.8,5,good,60
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi is a restaurant  that says yes to being family friendly. It is in the riverside area and has low customer ratings.,4,3,3,5,txt,66,42,,Aromi,NA,120,2,2.8571,inboxpounds,GBR,T7,Forfar,good,average,average,good,average,average,1,6,good,240
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi  restaurant  restaurant   riverside low.,1,1,1,5,txt,66,42,,Aromi,NA,46,1,1.0952,neodev,USA,IL,Chicago,,average,average,bad,bad,bad,0.8,5,good,0
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi restaurant yes riverside low is nice.,3,3,2,5,txt,66,42,,Aromi,NA,43,1,1.0238,neodev,CAN,ON,Milton,average,average,average,average,average,bad,0.8,5,good,60
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",In the riverside area there is a restaurant called Aromi. It has low customer ratings but says yes to being family friendly.,4,3,3,5,txt,66,42,,Aromi,NA,124,2,2.9524,inboxpounds,GBR,T7,Forfar,average,good,good,good,average,average,1,6,good,240
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi  restaurant  restaurant   riverside low.,1,1,1,5,txt,66,42,,Aromi,NA,46,1,1.0952,neodev,USA,IL,Chicago,,,,bad,bad,bad,0.8,5,good,0
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",Aromi restaurant yes riverside low is nice.,5,5,6,5,txt,66,42,,Aromi,NA,43,1,1.0238,neodev,CAN,ON,Milton,,,good,good,good,good,0.8,5,good,60
"name[Aromi], eatType[restaurant], familyFriendly[yes], area[riverside], customerRating[low].",There is a restaurant called Aromi in the riverside area.  It has low customer ratings but says yes to being family friendly.,5,4,5,5,txt,66,42,,Aromi,NA,125,2,2.9762,inboxpounds,GBR,T7,Forfar,bad,bad,bad,good,good,good,1,6,good,240
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a cheap sushi restaurant near Cafe Brazil.,6,6,6,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,64,1,1.28,prodege,CAN,ON,Hamilton,bad,good,average,good,good,good,0.8,5,good,180
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a Japanese restaurant located near the Cafe Brazil.,6,6,6,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,73,1,1.46,instagc,USA,OK,Broken Arrow,bad,bad,bad,good,good,good,0.8,5,good,300
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a restaurant providing take-away deliveries in the low price range. It is located near Cafe Brazil.,5,4,5,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,121,2,2.42,stuffpoint,GBR,N1,Tamworth,average,good,average,good,good,good,0.6,4,good,300
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",There is an inexpensive sushi restaurant near Cafe Brazil called The Cambridge Blue.,5,6,6,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,84,1,1.68,prodege,CAN,ON,Hamilton,average,average,good,good,good,good,0.6,4,good,180
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cafe Brazil has a Japanese restaurant located near it called The Cambridge Blue.,3,1,1,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,84,1,1.68,instagc,USA,OK,Broken Arrow,good,good,average,average,bad,bad,0.8,5,good,300
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",There is a cheap restaurant The Cambridge Blue located next to Cafe Brazil that provides take-away deliveries.,6,5,5,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,110,1,2.2,stuffpoint,GBR,N1,Tamworth,good,average,good,good,good,good,0.8,5,good,300
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue offers sushi in a low price range. It is a restaurant near Cafe Brazil.,6,6,6,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,90,2,1.8,prodege,CAN,ON,Hamilton,good,bad,bad,good,good,good,0.6,4,good,180
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a 1 star low cost Japanese restaurant located near the Cafe Brazil.,6,6,6,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,89,1,1.78,instagc,USA,OK,Broken Arrow,average,average,good,good,good,good,0.8,5,good,300
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a low-priced restaurant near Cafe Brazil  that delivers take-away.,5,4,5,5,pic,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,88,1,1.76,stuffpoint,GBR,N1,Tamworth,bad,bad,bad,good,good,good,0.6,4,good,300
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a restaurant providing Japanese food in the low price range. It is located  near Cafe Brazil.,6,6,6,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,115,2,2.3,coinworker,USA,TX,Plano,good,good,good,good,good,good,0.8,5,good,180
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a Japanese restaurant near the Cafe Brazil. It has a cheap price range.,5,5,4,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,93,2,1.86,gifthunterclub,GBR,K3,Peterborough,good,good,bad,good,good,good,1,6,good,240
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a restaurant providing Japanese food in the cheap price range and it is located near Cafe Brazil.,6,6,6,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,119,1,2.38,clixsense,GBR,H4,Leicester,good,average,bad,good,good,good,1,6,good,960
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",There is a cheap Japanese restaurant called The Cambridge Blue located  near Cafe Brazil.,4,6,6,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,89,1,1.78,coinworker,USA,TX,Plano,average,average,average,good,good,good,1,6,good,180
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",A Japanese restaurant near the Cafe Brazil - The Cambridge Blue - has a cheap price range.,5,4,5,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,90,1,1.8,gifthunterclub,GBR,K3,Peterborough,average,bad,good,good,good,good,1,6,good,240
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",There is a cheap restaurant The Cambridge Blue located near Cafe Brazil that provides Japanese food.,5,3,3,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,100,1,2,clixsense,GBR,H4,Leicester,average,good,good,good,average,average,1,6,good,960
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a low-priced restaurant near Cafe Brazil that offers Japanese food.,6,6,6,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,89,1,1.78,coinworker,USA,TX,Plano,bad,bad,bad,good,good,good,0.8,5,good,180
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].","If you're looking for a cheap Japanese restaurant, then The Cambridge Blue is for you. It is located near the Cafe Brazil.",5,6,6,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,122,2,2.44,gifthunterclub,GBR,K3,Peterborough,bad,average,average,good,good,good,1,6,good,240
"name[The Cambridge Blue], eatType[restaurant], priceRange[cheap], food[Japanese], near[Cafe Brazil].",The Cambridge Blue is a cheap restaurant near Cafe Brazil that provides Japanese food.,3,2,2,5,txt,67,50,Cafe Brazil,The Cambridge Blue,Cafe Brazil,86,1,1.72,clixsense,GBR,H4,Leicester,bad,bad,average,average,bad,bad,1,6,good,960
"name[The Golden Palace], eatType[restaurant], priceRange[cheap], near[Rainbow Vegetarian Cafe], area[riverside].",There is a restaurant  called The Golden Palace in the river side and near to Rainbow Vegetarian Cafe at City centre and it is cheap.,6,6,6,5,pic,70,62,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,133,1,2.1452,neodev,GBR,,,bad,good,average,good,good,good,0.8,5,good,1200
"name[The Golden Palace], eatType[restaurant], priceRange[cheap], near[Rainbow Vegetarian Cafe], area[riverside].","The Golden Palace is a low price restaurant,  close to the city centre, the Rainbow Vegetarian Cafe is nearby.",6,5,5,5,pic,70,62,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,110,1,1.7742,vivatic,GBR,B7,Bristol,good,bad,good,good,good,good,0.6,4,good,300
"name[The Golden Palace], eatType[restaurant], priceRange[cheap], near[Rainbow Vegetarian Cafe], area[riverside].",At the City Centre there is a restaurant named The Golden Palace located near Rainbow Vegetarian Cafe and  so it is cheap and provide good food at any time.,3,3,2,5,pic,70,62,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,156,1,2.5161,neodev,GBR,,,average,average,bad,average,average,bad,0.8,5,good,1200
"name[The Golden Palace], eatType[restaurant], priceRange[cheap], near[Rainbow Vegetarian Cafe], area[riverside].","The Golden Palace is a restaurant, low price range, near the Rainbow Vegetarian Cafe close to the city centre.",6,6,6,5,pic,70,62,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,110,1,1.7742,vivatic,GBR,B7,Bristol,average,good,average,good,good,good,0.6,4,good,300
"name[The Golden Palace], eatType[restaurant], priceRange[cheap], near[Rainbow Vegetarian Cafe], area[riverside].",The Golden Palace is a restaurant provides low price meal at all time and is situated in the City centre and is also near to the cafe called Rainbow Vegetarian Cafe.,5,4,5,5,pic,70,62,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,165,1,2.6613,neodev,GBR,,,good,bad,good,good,good,good,0.6,4,good,1200
"name[The Golden Palace], eatType[restaurant], priceRange[cheap], near[Rainbow Vegetarian Cafe], area[riverside].","The Golden Palace is a restaurant near the Rainbow Vegetarian Cafe, its low range price and close to the city centre.",6,5,5,5,pic,70,62,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,117,1,1.8871,vivatic,GBR,B7,Bristol,bad,average,bad,good,good,good,0.6,4,good,300
"name[The Golden Palace], eatType[restaurant], priceRange[cheap], near[Rainbow Vegetarian Cafe], area[riverside].",The Golden Palace restaurant cheap Rainbow Vegetarian Cafe riverside.,6,6,6,5,txt,70,62,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,69,1,1.1129,neodev,USA,IL,Chicago,,average,bad,good,good,good,1,6,good,60
